ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall,Potential
237678,71,34,57,66,80,76,78,86
236791,66,76,77,79,62,72,78,81
236355,73,29,61,69,80,72,78,85
236045,77,54,65,73,76,78,78,79
242201,72,70,76,74,74,75,78,82
243238,79,79,60,77,27,68,78,78
228413,80,73,73,82,52,76,78,81
246147,84,78,73,80,39,68,78,89
244193,86,76,73,80,38,69,78,86
244253,66,75,75,74,78,81,78,85
244467,77,80,78,77,58,78,78,82
244622,83,76,68,80,45,73,78,85
245630,71,67,74,77,74,78,78,83
246104,77,74,77,82,68,71,78,90
246430,75,78,58,74,28,76,78,85
256630,72,67,76,84,52,60,78,89
246646,73,58,72,81,72,69,78,86
246844,78,52,63,74,75,68,78,83
248243,72,65,76,80,75,77,78,89
248695,74,37,55,63,80,78,78,86
252145,85,57,68,74,74,72,78,88
253163,77,36,53,55,80,76,78,86
235353,94,76,67,80,22,67,78,86
234835,56,35,58,53,80,78,78,82
234060,65,71,74,75,77,76,78,84
206651,67,78,79,76,65,72,78,78
230206,92,56,68,74,72,69,78,78
230183,79,67,71,70,74,78,78,78
229909,79,73,65,82,56,77,78,79
208295,58,56,69,69,79,77,78,78
208268,55,71,76,75,75,78,78,82
243630,85,76,71,78,25,70,78,86
206590,68,74,77,78,55,61,78,78
230285,58,29,63,58,77,84,78,78
206534,73,78,67,73,42,77,78,78
205966,74,68,74,86,38,59,78,78
205409,77,70,71,80,48,81,78,78
205192,74,71,81,80,61,56,78,79
204614,80,49,73,79,71,64,78,78
204082,59,39,59,63,80,76,78,79
230212,68,48,60,52,79,75,78,78
230360,78,71,71,76,74,74,78,78
233486,66,25,52,56,80,74,78,83
231352,70,78,62,72,31,70,78,86
232487,66,61,70,75,78,73,78,79
232229,81,75,77,80,58,74,78,86
232080,83,71,72,79,42,68,78,84
231887,67,76,79,80,47,72,78,82
231691,80,76,69,82,46,74,78,83
231410,78,69,76,83,30,50,78,86
231340,86,53,70,74,73,81,78,84
230385,81,72,81,80,23,50,78,78
230460,78,69,77,80,45,54,78,78
230442,73,82,62,69,31,75,78,78
167397,56,79,67,76,41,69,78,78
230440,73,80,63,74,39,76,78,78
230426,83,72,75,79,52,48,78,78
230406,83,69,75,79,42,68,78,78
165229,54,43,63,64,79,75,78,78
228881,77,50,67,72,76,72,78,81
170368,70,77,79,82,53,68,78,78
214097,70,74,79,77,66,73,78,79
219733,60,78,60,70,26,81,78,79
219581,67,38,63,60,78,79,78,81
217546,70,59,69,72,77,79,78,78
217036,88,60,71,78,71,64,78,78
216643,72,59,75,73,76,74,78,79
216320,76,71,72,78,72,79,78,80
216194,41,65,71,72,78,83,78,78
215590,77,73,72,81,58,67,78,78
215353,63,78,58,74,30,75,78,78
214766,51,52,54,53,79,84,78,78
214092,75,70,76,80,31,62,78,80
219985,65,71,75,77,76,73,78,78
214040,86,61,71,78,70,78,78,78
213956,96,66,67,87,38,81,78,81
213951,77,73,70,81,52,76,78,79
213577,78,76,72,77,44,75,78,78
213331,67,27,55,56,79,81,78,82
212419,72,44,67,66,78,81,78,80
212213,74,67,75,78,70,69,78,78
212207,72,75,80,80,59,68,78,78
211591,78,77,63,73,30,82,78,82
210930,66,70,80,79,39,64,78,78
219792,60,62,71,74,76,74,78,80
220883,81,77,72,78,44,76,78,81
210736,80,63,70,79,75,63,78,79
225341,53,37,64,63,78,75,78,81
227890,81,75,75,80,43,67,78,79
227678,77,39,62,71,79,75,78,84
227535,73,62,79,80,75,76,78,83
227174,81,63,68,73,72,66,78,83
227055,93,71,70,83,51,61,78,79
226789,74,70,74,81,68,73,78,82
226766,90,65,71,85,33,50,78,81
225719,74,80,70,78,38,71,78,82
225711,74,39,71,76,78,77,78,82
225659,54,56,66,65,80,77,78,79
225263,59,39,60,61,79,82,78,83
221697,85,75,68,76,46,71,78,83
224371,76,75,73,79,44,65,78,83
224254,90,76,74,79,49,73,78,81
224069,85,78,71,77,25,69,78,78
224003,80,77,74,78,47,75,78,80
223273,64,75,75,77,67,76,78,80
223053,81,74,72,82,45,49,78,78
222943,82,69,77,78,52,65,78,78
222558,87,64,74,77,76,78,78,79
222493,64,41,57,52,81,76,78,80
221832,77,71,74,74,74,72,78,79
210881,70,73,75,79,71,80,78,81
228336,69,60,77,77,72,66,78,81
177633,71,81,61,78,34,66,78,78
208334,59,60,75,74,76,75,78,78
171897,64,68,80,79,73,69,78,78
175379,55,77,86,78,45,58,78,78
175254,74,78,70,75,44,80,78,78
173909,69,78,77,80,66,74,78,78
173306,77,64,76,77,72,70,78,78
172962,76,69,74,80,70,70,78,78
174543,77,78,84,78,56,78,78,78
208364,82,61,68,75,76,80,78,78
208920,76,53,70,70,80,75,78,81
209973,79,77,55,73,27,80,78,78
210372,71,69,81,80,28,55,78,78
210537,79,75,74,80,48,65,78,78
210665,63,66,73,71,76,80,78,78
176772,79,73,69,83,46,78,78,78
234730,83,52,66,77,73,75,77,82
235844,69,53,66,65,79,84,77,83
235794,77,69,73,81,47,68,77,83
235173,66,65,70,70,77,84,77,84
234833,76,74,72,81,43,73,77,82
234777,78,73,74,83,53,72,77,82
234772,89,70,74,77,39,53,77,77
234468,66,65,78,79,57,67,77,81
234678,89,56,68,72,66,78,77,82
234568,79,70,75,80,71,75,77,83
227275,76,74,73,77,41,79,77,82
234426,64,32,57,65,76,84,77,81
236403,75,47,70,73,77,76,77,84
227476,81,74,59,75,45,79,77,77
235889,81,75,73,81,37,52,77,79
236499,67,67,74,76,74,69,77,84
236441,84,64,72,77,70,86,77,80
236477,87,73,75,80,68,68,77,83
227508,63,76,74,72,73,76,77,78
227528,90,77,69,76,50,72,77,77
227536,87,77,61,65,39,89,77,77
227927,76,38,68,75,73,68,77,82
228295,57,34,60,65,79,75,77,81
228302,78,72,70,75,73,77,77,82
228414,79,74,75,81,39,63,77,81
229167,83,77,71,83,46,65,77,82
212623,75,77,69,77,49,72,77,81
212602,71,40,62,65,76,78,77,79
238041,81,56,64,76,72,73,77,82
237520,76,74,73,75,74,83,77,82
236786,84,77,74,76,35,66,77,81
236772,79,78,79,79,34,64,77,87
236639,55,61,74,75,71,77,77,80
236593,76,68,75,80,33,59,77,84
236532,66,38,61,64,78,75,77,84
225997,82,72,72,79,45,71,77,77
236496,74,63,75,75,72,76,77,84
226637,66,36,65,67,77,69,77,82
225014,74,65,75,82,66,68,77,81
225793,83,44,61,65,76,82,77,85
188988,71,72,77,81,32,42,77,77
183353,71,56,68,67,75,75,77,77
183899,82,74,74,78,47,56,77,77
184703,62,73,77,80,59,69,77,77
184858,77,77,64,71,34,78,77,77
185221,52,57,68,69,75,80,77,77
185239,72,39,61,67,80,70,77,77
188044,84,75,68,82,33,72,77,77
188081,83,76,73,80,40,70,77,77
188103,70,77,78,81,54,68,77,77
189068,45,79,57,64,50,76,77,77
181098,51,51,73,70,76,62,77,77
189250,69,76,66,71,32,81,77,77
189472,56,36,54,53,76,84,77,77
190143,67,54,74,73,77,69,77,77
190149,82,64,74,76,70,78,77,77
190432,61,64,72,69,74,74,77,77
190577,75,75,74,78,33,72,77,77
190875,58,74,73,74,77,87,77,77
192045,84,63,73,75,70,79,77,77
192342,54,78,81,77,36,76,77,77
181820,65,79,76,79,35,60,77,77
180808,71,55,67,68,80,75,77,77
193254,72,65,73,68,74,80,77,77
172114,53,76,78,78,44,67,77,77
20775,72,71,78,84,24,60,77,77
49000,77,75,70,79,37,78,77,77
146748,73,76,71,75,44,79,77,77
146758,53,79,71,74,44,69,77,77
152916,66,72,79,78,47,71,77,77
154472,36,81,67,68,41,70,77,77
158963,41,63,78,77,75,64,77,77
165109,61,64,65,68,82,73,77,77
170597,77,75,71,79,39,77,77,77
172879,63,53,53,59,78,80,77,77
180714,81,71,73,80,39,76,77,77
173432,57,49,64,62,79,71,77,77
173521,55,46,60,58,79,74,77,77
173608,55,78,68,73,30,70,77,77
176600,83,77,74,75,41,67,77,77
177326,67,75,79,78,34,46,77,77
178250,39,66,67,67,76,86,77,77
179605,68,69,77,84,65,74,77,77
179789,50,37,59,54,78,78,77,77
180334,42,46,59,55,77,83,77,77
192816,59,45,59,58,78,82,77,77
193290,80,76,72,79,35,74,77,77
225309,68,73,78,83,50,67,77,81
222709,68,68,72,75,73,83,77,77
220287,69,78,57,68,27,73,77,78
220421,88,61,69,76,71,76,77,78
220502,78,71,75,80,60,68,77,80
220621,77,72,73,81,38,55,77,80
221174,90,82,71,77,56,62,77,77
222357,85,73,70,75,51,82,77,82
222390,73,72,78,79,68,70,77,81
222400,60,58,76,79,71,68,77,80
222509,60,68,77,82,66,67,77,80
223550,77,75,73,79,50,75,77,81
220085,74,80,70,76,29,62,77,82
223874,69,67,76,77,74,74,77,80
223898,78,74,73,82,29,77,77,82
224221,58,47,63,58,77,78,77,80
224389,84,78,74,79,29,72,77,84
224422,85,73,72,82,37,63,77,83
224574,86,73,72,79,62,66,77,80
233531,83,71,74,83,35,57,77,83
225024,73,43,69,68,78,77,77,80
225126,58,69,69,74,77,73,77,79
220132,68,34,67,65,76,76,77,77
219522,78,77,67,80,45,74,77,80
193601,54,49,47,56,79,73,77,77
215071,83,67,72,79,70,78,77,77
213013,94,76,68,81,49,77,77,77
213160,76,64,74,76,76,72,77,79
213655,77,64,72,81,38,68,77,79
213761,74,78,70,77,30,72,77,77
213874,72,67,76,76,73,75,77,77
214009,71,51,67,68,75,81,77,78
214947,73,57,73,73,77,77,77,77
214977,70,49,71,71,73,77,77,78
215057,47,63,71,71,73,80,77,77
215160,80,68,74,74,70,79,77,78
219391,66,67,72,71,75,75,77,78
215441,71,77,66,75,38,76,77,81
215502,79,73,70,80,44,77,77,81
216258,90,75,68,80,34,64,77,77
216435,63,63,76,79,69,64,77,80
216497,78,79,71,80,42,61,77,78
217196,46,32,55,58,79,81,77,77
217877,80,71,72,82,33,61,77,79
218659,74,46,72,72,73,68,77,80
219145,34,41,54,49,78,80,77,79
234128,88,69,71,82,39,53,77,80
235945,50,62,77,73,70,68,77,82
233500,89,67,71,84,53,64,77,84
202851,82,77,68,81,36,51,77,77
202562,88,65,72,78,73,73,77,77
202371,73,74,72,72,73,80,77,77
202282,73,77,75,76,65,72,77,77
201505,56,58,67,65,78,76,77,77
201454,71,64,76,76,75,69,77,77
201377,73,40,59,63,77,78,77,78
201325,77,74,74,78,44,78,77,77
201315,52,52,53,61,79,79,77,77
200536,86,51,72,73,72,77,77,77
200215,60,64,71,73,76,77,77,77
200094,75,70,72,77,73,76,77,78
199641,76,75,75,76,36,76,77,79
199580,69,50,62,66,76,82,77,78
199069,75,75,71,78,36,80,77,77
199005,77,75,82,79,52,76,77,79
198140,77,77,68,74,43,81,77,77
198129,64,55,67,71,73,77,77,77
198118,67,59,65,64,80,78,77,77
197948,45,57,61,65,78,76,77,77
197083,66,74,78,75,71,76,77,77
196147,74,77,74,77,56,80,77,77
202789,76,75,66,80,38,76,77,79
203177,77,63,70,74,73,77,77,77
212153,53,63,71,73,77,75,77,77
203487,58,35,51,55,77,79,77,80
211784,77,78,67,73,41,71,77,82
211575,54,67,76,76,69,74,77,77
211454,56,64,73,70,73,74,77,77
211320,59,40,55,62,79,72,77,79
211147,78,69,75,78,69,66,77,80
210864,75,51,66,73,75,72,77,78
210617,80,69,74,83,43,53,77,77
209440,86,75,71,80,30,64,77,77
209288,73,75,77,80,51,65,77,77
208777,63,67,78,82,63,54,77,80
208004,64,49,66,68,79,76,77,77
207948,78,73,73,82,45,66,77,78
207791,82,70,67,74,56,81,77,78
207664,67,75,64,75,33,65,77,77
232999,81,48,70,73,74,75,77,83
206652,77,74,77,80,47,74,77,79
206493,33,33,56,65,78,83,77,77
206075,79,74,70,79,41,76,77,80
204876,87,58,71,76,70,73,77,77
204341,65,37,56,56,79,73,77,77
203757,80,75,59,75,33,80,77,77
195479,83,71,74,75,72,78,77,77
195272,74,71,73,74,71,76,77,77
194958,63,72,78,74,69,76,77,77
194932,77,74,75,80,38,67,77,77
243388,79,43,75,75,71,69,77,82
243647,79,73,71,81,21,77,77,84
244263,62,51,54,59,78,80,77,80
244621,71,78,60,74,41,82,77,80
244892,75,70,73,82,54,54,77,84
245037,65,44,65,65,79,72,77,86
245155,88,72,70,82,60,75,77,86
245158,86,78,65,74,40,79,77,86
245541,77,71,74,82,36,71,77,87
246172,87,73,66,84,36,62,77,85
246186,72,77,63,74,31,78,77,85
246242,78,77,55,75,27,75,77,83
246420,92,66,67,84,25,67,77,88
247030,80,72,76,79,69,76,77,78
247257,81,32,45,56,79,77,77,85
251116,78,69,70,73,77,82,77,78
251412,77,79,65,71,32,70,77,81
252308,59,54,68,68,74,82,77,81
253109,65,68,81,78,62,73,77,83
253727,78,74,77,77,71,84,77,82
254796,90,71,68,84,36,62,77,88
243282,72,68,77,80,53,67,77,83
243015,72,61,65,66,75,85,77,82
242656,79,76,73,81,36,73,77,85
239901,61,73,66,73,45,69,77,82
194806,51,47,59,56,79,76,77,77
194229,66,39,68,67,74,74,77,77
194022,66,63,75,74,79,75,77,77
238160,73,39,47,59,79,80,77,83
238744,81,71,74,76,76,83,77,82
238857,87,60,67,76,70,69,77,78
238896,85,67,68,81,29,46,77,82
239093,85,66,70,77,67,71,77,77
239482,91,70,66,82,32,66,77,84
240471,74,68,75,77,73,71,77,80
241771,80,76,74,80,39,80,77,77
240690,87,71,64,83,45,60,77,83
240702,79,76,70,71,45,75,77,80
240740,82,67,74,81,40,59,77,87
241049,75,46,70,72,75,68,77,82
241096,78,66,77,76,72,76,77,86
241184,80,63,70,71,74,76,77,80
241202,93,78,59,76,24,71,77,84
241508,85,69,72,82,48,63,77,87
241721,88,73,68,80,27,70,77,82
212067,76,72,69,78,45,75,77,77
207421,82,76,74,80,30,61,77,78
212245,64,71,75,76,72,76,77,78
230331,67,72,75,73,74,76,77,77
232440,74,54,75,76,73,59,77,81
232144,67,39,54,59,80,72,77,82
212501,61,72,77,71,78,82,77,80
232104,95,72,70,76,46,63,77,82
231633,65,36,52,55,78,79,77,83
231628,72,79,64,71,45,76,77,84
231554,82,50,69,73,73,70,77,83
231521,55,73,74,77,72,71,77,83
231318,74,72,75,75,72,73,77,83
231102,74,72,75,82,58,65,77,83
230977,86,72,74,80,53,63,77,78
230965,77,67,72,77,76,83,77,82
230899,85,73,68,82,29,62,77,83
230717,83,76,69,78,38,71,77,80
230431,69,62,74,69,76,80,77,77
230402,81,63,72,76,37,69,77,77
230384,82,73,77,82,52,70,77,77
230379,59,39,53,56,80,81,77,77
230371,79,54,71,73,75,63,77,77
212491,80,63,72,80,70,70,77,78
230349,65,65,70,63,76,77,77,77
230346,58,61,65,57,72,79,77,77
230337,82,63,75,77,71,64,77,77
232862,86,71,71,83,37,46,77,77
230269,79,73,76,77,27,60,77,77
232905,89,71,73,77,58,70,77,77
229773,80,53,61,64,79,81,77,79
229752,79,64,77,76,75,79,77,80
229942,52,28,53,56,77,83,77,82
229971,81,51,70,73,70,79,77,80
230043,84,64,71,76,72,76,77,80
230182,79,77,75,71,34,77,77,77
230197,76,48,69,75,74,70,77,77
230241,79,62,71,69,74,69,77,77
207554,76,76,74,75,48,75,76,76
205391,66,59,73,77,71,79,76,77
205407,68,72,78,80,66,61,76,76
205566,82,66,68,77,69,69,76,76
206003,78,74,75,79,42,73,76,79
206058,68,46,70,74,75,69,76,76
206306,59,65,74,73,69,75,76,76
206115,58,60,63,70,75,78,76,79
206225,76,75,74,75,55,67,76,76
206304,50,67,75,67,75,77,76,76
204308,77,73,75,79,37,77,76,78
206516,63,64,77,77,68,64,76,78
205346,91,51,66,73,70,69,76,76
204529,73,77,59,76,33,72,76,76
205201,66,70,71,72,74,83,76,79
202429,73,56,66,70,75,82,76,76
204277,66,67,76,75,68,79,76,76
204125,73,60,71,71,74,82,76,76
204105,78,62,73,73,72,74,76,76
204077,77,78,67,75,31,72,76,79
203741,85,51,72,75,67,75,76,76
203030,39,41,52,49,79,72,76,76
204691,71,70,76,77,54,66,76,76
202599,80,75,73,82,49,63,76,76
202201,71,58,65,63,79,75,76,76
205186,78,75,85,79,59,75,76,76
201982,77,63,76,77,69,75,76,76
201976,76,76,70,76,42,75,76,78
201956,52,49,64,62,76,79,76,76
201858,78,72,71,81,44,55,76,76
246708,83,75,72,74,51,69,76,76
246785,78,67,72,81,26,35,76,86
204760,69,54,70,72,75,77,76,76
205083,59,73,78,77,67,69,76,76
202685,78,76,61,74,49,80,76,76
212228,80,75,59,71,48,81,76,80
212127,85,68,72,77,61,56,76,76
212204,62,38,50,52,80,76,76,77
216549,80,74,66,70,36,83,76,79
216700,78,72,74,80,48,74,76,76
216939,78,68,68,80,46,78,76,76
217699,47,76,73,69,47,80,76,76
219244,77,75,74,77,52,75,76,80
219681,76,65,70,74,74,74,76,77
220196,73,71,75,79,48,64,76,82
220477,58,34,46,62,79,71,76,76
220570,52,22,53,55,78,77,76,82
220659,69,67,72,74,74,76,76,79
220746,78,73,74,81,56,57,76,78
220831,73,63,71,76,75,77,76,81
221714,78,75,66,74,43,84,76,81
221841,90,77,66,76,35,71,76,82
222368,76,73,74,77,28,62,76,79
222404,72,64,72,75,71,81,76,82
222461,83,66,68,83,40,52,76,77
222515,81,64,74,75,31,70,76,76
222715,61,55,67,72,75,76,76,78
223113,75,77,53,71,36,71,76,79
223154,75,73,73,76,73,82,76,79
223329,75,58,69,74,73,64,76,77
223627,68,79,69,72,39,80,76,76
223690,76,78,67,77,48,76,76,78
224116,57,77,61,74,30,81,76,76
224151,79,74,65,75,38,81,76,76
224158,69,71,70,74,73,78,76,79
216433,73,78,70,76,35,69,76,77
216350,66,64,65,70,75,83,76,76
216065,76,74,68,78,43,76,76,76
213135,79,75,67,75,27,74,76,79
212219,71,42,66,68,75,81,76,79
212232,81,75,64,73,38,76,76,76
212242,59,73,76,71,73,82,76,77
212260,78,77,64,74,42,73,76,76
212269,72,68,77,78,74,76,76,80
212300,61,37,64,62,76,80,76,79
212678,67,60,75,74,72,71,76,77
212692,77,72,75,78,30,59,76,78
212715,91,71,69,79,44,68,76,76
212811,71,67,73,76,72,77,76,76
212883,65,55,65,69,76,75,76,79
212977,77,52,64,69,77,76,76,79
213388,73,69,73,77,35,64,76,76
215785,91,74,71,79,30,69,76,79
214491,92,68,69,78,35,64,76,76
214781,70,75,72,77,47,74,76,76
214988,79,67,76,78,67,69,76,76
215051,62,52,50,61,78,75,76,76
215064,53,77,61,68,39,78,76,76
215108,86,60,67,76,70,82,76,76
215119,74,64,73,74,73,73,76,77
215270,71,71,76,78,45,66,76,76
215399,75,54,63,64,77,76,76,79
215455,75,72,75,81,39,77,76,77
215689,61,75,68,76,34,81,76,79
215699,78,46,63,71,73,70,76,76
206654,53,40,51,50,76,80,76,78
205211,78,74,74,73,43,74,76,76
207557,77,75,74,77,36,75,76,76
225859,77,39,60,66,76,78,76,79
224396,60,33,47,58,75,86,76,76
224520,91,72,70,79,30,62,76,81
224540,91,74,58,75,40,77,76,80
224739,84,69,70,76,57,78,76,78
224869,60,35,63,63,77,78,76,77
225783,89,72,67,75,27,67,76,81
225863,74,47,73,74,77,74,76,81
170320,73,67,71,73,73,75,76,76
225951,83,74,70,79,38,69,76,77
226093,84,77,62,74,40,77,76,81
226229,68,44,65,66,77,78,76,81
226268,75,61,75,75,70,62,76,81
226377,87,72,73,83,34,62,76,76
226853,91,58,66,74,78,73,76,80
2147,75,75,75,74,33,77,76,76
104389,74,71,70,78,40,80,76,76
143121,63,69,82,77,64,63,76,76
146296,78,74,67,76,56,75,76,76
146963,63,59,70,68,75,76,76,76
151508,39,63,76,76,74,68,76,76
152554,73,43,69,75,73,67,76,76
154950,73,70,75,77,73,68,76,76
158625,32,51,67,63,78,76,76,76
162895,40,67,81,75,62,55,76,76
163264,74,75,74,75,55,78,76,76
163925,58,72,78,79,33,64,76,76
164859,85,70,69,78,39,59,76,76
167575,77,73,70,78,44,75,76,76
167959,76,75,66,78,37,76,76,76
168621,75,61,69,71,73,77,76,76
169705,74,53,72,75,73,71,76,76
227222,74,48,67,68,74,78,76,79
227234,59,54,65,65,77,82,76,81
227236,77,64,70,81,74,82,76,80
234574,79,60,70,77,72,75,76,82
236679,79,66,75,79,47,60,76,81
236276,83,73,70,79,42,67,76,80
236264,76,58,66,67,74,80,76,80
236221,55,70,73,73,72,73,76,76
235944,71,74,76,74,50,63,76,82
235875,77,57,70,75,71,70,76,79
235619,85,66,68,84,33,46,76,84
235424,66,49,65,71,76,74,76,79
235183,77,72,69,80,41,75,76,82
235149,64,55,67,74,74,70,76,81
235134,67,64,68,72,72,79,76,79
235008,85,72,74,79,68,72,76,83
234826,72,77,58,72,24,75,76,83
234711,76,73,71,83,35,52,76,80
230280,68,36,56,59,79,80,76,76
207715,78,78,70,79,25,65,76,76
230189,78,56,70,68,73,69,76,76
230065,69,69,71,78,74,79,76,81
230020,67,72,77,76,67,74,76,76
229862,53,70,71,74,71,61,76,83
229517,77,64,74,80,52,51,76,77
229469,85,68,69,77,35,69,76,76
228819,83,69,72,77,40,71,76,81
228789,76,73,69,78,44,75,76,82
228747,83,76,70,80,35,69,76,79
228708,67,56,69,70,75,78,76,83
228635,68,76,69,77,38,68,76,81
228579,74,53,71,75,73,69,76,79
228386,79,32,46,44,74,86,76,81
228092,64,58,72,73,74,84,76,82
169706,44,60,71,69,75,77,76,76
170370,68,66,78,77,69,70,76,76
237043,76,71,75,77,53,70,76,83
194794,61,79,77,78,42,67,76,76
198581,67,39,56,51,77,80,76,76
198368,42,66,72,73,73,72,76,76
198006,53,76,76,74,68,75,76,76
195668,77,74,73,78,53,74,76,76
194879,54,75,70,74,43,79,76,76
194845,69,79,76,77,42,68,76,76
193881,73,69,75,78,42,60,76,76
170719,83,67,76,79,30,37,76,76
193683,60,64,74,72,70,76,76,76
193352,71,67,74,74,75,74,76,76
193331,77,73,68,78,57,75,76,77
193116,47,61,72,67,75,72,76,76
192665,77,70,61,77,39,78,76,76
192641,71,57,72,67,77,75,76,76
198719,81,72,70,81,30,53,76,76
199393,41,53,60,58,76,85,76,76
199561,64,76,77,77,45,62,76,76
199577,58,40,64,61,77,73,76,77
199633,66,61,73,72,76,74,76,76
199745,59,51,61,59,76,82,76,76
199767,60,76,76,74,70,74,76,76
199813,64,57,62,61,75,87,76,76
200110,79,73,69,76,46,75,76,77
200316,77,77,60,78,48,70,76,78
200529,74,75,75,78,56,76,76,76
200677,65,38,51,61,77,81,76,76
201118,76,63,70,75,72,66,76,76
201144,50,63,74,72,73,72,76,76
201262,66,70,74,78,70,63,76,76
201389,75,65,74,73,72,69,76,76
201510,74,65,72,76,73,72,76,76
192593,74,74,74,74,53,74,76,76
192041,66,41,55,58,78,78,76,76
191627,67,65,72,73,72,75,76,77
184826,53,73,77,75,69,67,76,76
170733,91,68,68,77,35,57,76,76
173208,73,61,75,72,78,71,76,76
173474,70,73,79,80,67,69,76,76
176526,76,72,73,76,48,78,76,76
176930,58,65,78,75,69,73,76,76
179765,79,72,77,76,64,74,76,76
181318,47,65,76,73,70,76,76,76
182495,70,51,63,68,77,75,76,76
182945,78,77,71,79,42,63,76,76
183108,76,72,74,77,53,80,76,76
183130,70,68,76,77,61,66,76,76
183569,71,73,68,78,38,73,76,76
184144,72,69,77,78,41,50,76,76
184190,35,33,54,46,78,73,76,76
186098,75,70,67,79,57,79,76,76
190765,50,74,80,75,58,71,76,76
186156,66,56,64,72,76,75,76,76
186190,84,68,72,76,72,68,76,76
186200,73,74,72,77,45,69,76,76
186537,68,79,69,69,48,82,76,76
186627,73,79,72,76,25,77,76,76
187491,81,76,71,74,32,72,76,76
187735,72,71,74,76,70,67,76,76
188955,76,79,69,76,30,72,76,76
189060,54,51,63,64,77,76,76,76
189156,39,53,67,61,77,74,76,76
189251,66,65,77,76,73,66,76,76
189454,74,71,77,78,44,68,76,76
189712,50,75,74,74,75,77,76,76
190362,76,76,60,75,34,68,76,76
236920,89,72,67,82,37,58,76,83
227772,64,61,73,75,69,84,76,76
237135,76,75,71,78,41,73,76,76
233556,80,70,74,82,39,65,76,82
230348,79,53,67,72,74,67,76,76
230373,72,69,76,76,57,45,76,76
230425,76,65,73,76,54,61,76,76
230453,65,53,63,61,74,83,76,76
230457,67,62,66,65,74,78,76,76
230463,77,68,77,77,36,62,76,76
230475,77,71,70,81,32,55,76,76
230613,62,54,71,76,72,71,76,78
230975,88,71,69,77,42,71,76,79
231366,64,28,56,60,78,73,76,79
231390,85,72,70,79,68,72,76,82
231416,84,75,69,80,31,61,76,81
231936,69,27,61,67,77,76,76,85
232381,66,76,67,70,38,82,76,80
232498,86,74,73,77,39,65,76,76
232639,79,70,72,81,39,57,76,82
233301,78,62,69,69,71,81,76,81
230328,77,71,65,79,49,77,76,76
230318,76,77,77,74,52,76,76,79
211093,80,70,73,77,70,76,76,76
244373,75,69,72,79,70,56,76,76
242663,72,45,60,65,78,76,76,82
242664,81,66,74,79,62,68,76,81
242816,67,61,75,81,58,63,76,85
243007,88,67,69,78,64,76,76,76
243715,71,33,62,66,77,78,76,84
244261,69,69,78,84,54,59,76,84
244316,77,74,65,78,55,74,76,83
244374,77,71,76,78,64,58,76,84
246618,78,75,71,76,31,78,76,87
244380,78,44,62,61,73,63,76,83
244393,59,57,75,78,71,72,76,83
244749,60,45,60,61,76,77,76,80
244778,79,71,70,81,37,69,76,85
244915,67,36,51,54,76,79,76,84
244960,67,73,75,76,64,63,76,83
245388,76,44,61,64,77,76,76,84
233493,92,45,61,73,72,77,76,80
233631,92,71,67,80,46,67,76,79
