ID,FullName,ValueEUR,WageEUR,ClubPosition,ClubNumber,NationalTeam,PreferredFoot,IntReputation,AttackingWorkRate,DefensiveWorkRate
223952,David Soria Solís,20500000,30000,GK,13,Not in team,Right,1,Medium,Medium
221479,Dominic Calvert-Lewin,37500000,90000,ST,9,England,Right,2,High,Medium
210411,Otávio Edmilson da Silva Monteiro,30500000,19000,RM,25,Portugal,Right,1,High,High
221363,Donny van de Beek,38500000,110000,SUB,34,Not in team,Right,3,High,Medium
220407,Martin Dúbravka,13000000,40000,SUB,1,Not in team,Right,2,Medium,Medium
220093,Hans Hateboer,25000000,55000,RES,33,Not in team,Right,3,High,Medium
217940,Dakonam Djené,24000000,36000,CB,2,Not in team,Right,1,Medium,High
216475,José Luis Morales Nogales,16500000,41000,ST,11,Not in team,Right,2,High,Medium
216409,Matteo Politano,27500000,74000,RW,21,Not in team,Left,2,High,Medium
216201,Iñaki Williams Arthuer,30000000,39000,ST,9,Not in team,Right,2,High,Medium
215330,Joaquín Correa,31000000,76000,SUB,19,Argentina,Right,1,Medium,Medium
214979,Juan Musso,23500000,44000,GK,1,Argentina,Right,1,Medium,Medium
212194,Julian Brandt,36000000,64000,CM,19,Not in team,Right,3,High,Medium
211990,Odisseas Vlachodimos,23500000,14000,GK,99,Greece,Right,1,Medium,Medium
211300,Anthony Martial,34500000,130000,SUB,9,France,Right,3,Low,Low
210463,Darwin Machís,26000000,34000,RM,11,Not in team,Right,1,High,Medium
200949,Lucas Rodrigues M. Silva,26000000,105000,RW,27,Not in team,Right,3,High,Medium
230256,Adryan Juliano Zonta Torres,22500000,24000,LB,3,Brazil,Left,1,Medium,Medium
200724,José Ignacio Fernández Iglesias,17500000,140000,CB,6,Not in team,Right,2,Low,High
234906,Houssem Aouar,39000000,65000,LM,8,Not in team,Right,2,High,Low
163705,Steve Mandanda,2900000,24000,SUB,30,France,Right,3,Medium,Medium
167664,Gonzalo Higuaín,16500000,14000,ST,9,Not in team,Right,4,High,Medium
171791,José Miguel da Rocha Fonte,4600000,30000,CB,6,Not in team,Right,3,Medium,High
172871,Jan Vertonghen,8500000,18000,CB,5,Belgium,Left,3,Medium,Medium
176266,Lucas Pezzini Leiva,9000000,64000,CDM,6,Not in team,Right,3,Low,High
178086,Antonio Adán Garrido,4400000,14000,GK,1,Not in team,Left,2,Medium,Medium
181458,Ivan Perišić,20500000,105000,LM,14,Not in team,Left,3,Medium,Medium
181872,Arturo Vidal,12000000,105000,SUB,22,Not in team,Right,4,High,High
183574,Max Kruse,16500000,45000,ST,10,Not in team,Left,2,High,Low
184200,Marko Arnautović,21000000,48000,ST,9,Austria,Right,3,Medium,Low
187754,Marlos Romero Bonfim,16000000,2000,RM,11,Ukraine,Left,2,Medium,Low
190674,Benjamin André,21500000,43000,CM,21,Not in team,Right,2,High,High
192366,Nicolás Otamendi,12500000,18000,CB,30,Argentina,Right,3,Medium,High
234742,Harvey Barnes,35000000,95000,LM,7,Not in team,Right,1,High,Medium
200454,Francisco Alcácer García,28000000,45000,SUB,9,Not in team,Right,2,Medium,Low
234153,Carlos Soler Barragán,51500000,39000,RM,10,Not in team,Right,2,Medium,Medium
233927,Lucas Tolentino Coelho de Lima,37000000,65000,CAM,10,Not in team,Left,2,High,High
232411,Christopher Nkunku,39000000,72000,CAM,18,Not in team,Right,2,Medium,Medium
231969,Ruslan Malinovskyi,26500000,68000,RF,18,Ukraine,Left,3,Medium,Medium
230430,Marvin Oswaldo Rangel Azevedo,25500000,56000,ST,20,Brazil,Right,1,Medium,Medium
193283,Thomas Delaney,22000000,34000,SUB,18,Denmark,Left,2,Low,High
193314,Aitor Fernández,17000000,28000,GK,1,Not in team,Right,1,Medium,Medium
193983,Andy Delort,25500000,49000,ST,7,Not in team,Right,2,High,High
195365,Kevin Kampl,24500000,83000,CDM,44,Not in team,Right,2,High,High
195859,Danny Ings,26500000,90000,ST,20,Not in team,Right,1,High,High
197965,Luis Miguel Afonso Fernandes,21000000,19000,SUB,21,Not in team,Right,3,High,Medium
198164,Jonathan Viera Ramos,21500000,15000,CAM,21,Not in team,Right,2,High,Medium
198710,James Rodríguez,25500000,105000,SUB,19,Not in team,Left,4,Medium,Low
163489,Andrea Consigli,4400000,32000,GK,47,Not in team,Right,2,Medium,Medium
156519,Héctor Herrera,21000000,63000,SUB,16,Mexico,Right,3,Medium,Medium
153244,André-Pierre Gignac,11000000,50000,ST,10,Not in team,Right,1,High,Medium
124375,Burak Yılmaz,11000000,39000,ST,17,Not in team,Right,2,High,Medium
45186,Joaquín Sánchez Rodríguez,8500000,23000,RM,17,Not in team,Right,2,High,Medium
200260,Steven Berghuis,25500000,26000,CAM,23,Netherlands,Left,2,Medium,Medium
199987,Jasper Cillessen,13000000,33000,SUB,13,Not in team,Right,3,Medium,Medium
199564,Sergio Roberto Carnicer,22500000,140000,SUB,20,Not in team,Right,3,Medium,Medium
199304,Danilo Luiz da Silva,22500000,83000,RB,6,Not in team,Right,2,Medium,High
139068,Luís Carlos Almeida da Cunha,12000000,14000,ST,17,Not in team,Right,4,High,Medium
213661,Andreas Christensen,28000000,95000,SUB,4,Denmark,Right,2,Low,Medium
209519,Gaëtan Laborde,24500000,59000,ST,24,Not in team,Left,2,High,High
209960,Fernando Pacheco Flores,17500000,25000,GK,1,Not in team,Left,1,Medium,Medium
210455,Jonathan Castro Otto,22000000,81000,SUB,19,Not in team,Right,2,High,High
211117,Dele Alli,26500000,90000,CM,20,Not in team,Right,3,High,Medium
212151,Thomas Strakosha,21000000,48000,SUB,1,Not in team,Right,1,Medium,Medium
212187,Philipp Max,22000000,22000,LB,31,Not in team,Left,2,High,Medium
212814,João Mário Naval Costa Eduardo,21000000,19000,CM,20,Portugal,Right,3,Medium,Medium
215223,Walter Benítez,18000000,32000,GK,40,Not in team,Right,2,Medium,Medium
214584,Franco Armani,3600000,17000,GK,1,Argentina,Right,1,Medium,Medium
215316,Gerónimo Rulli,14500000,31000,GK,13,Not in team,Right,3,Medium,Medium
217870,Giovanni Di Lorenzo,20500000,63000,RB,22,Italy,Right,2,Medium,Medium
219683,Corentin Tolisso,24500000,78000,SUB,24,Not in team,Right,3,High,Medium
219953,Adrián Embarba Blázquez,20500000,26000,RM,23,Not in team,Right,1,High,High
220182,Jason Denayer,24500000,64000,CB,5,Belgium,Right,3,Medium,High
220971,Naby Keïta,27500000,110000,SUB,8,Not in team,Right,2,Medium,Medium
221087,Pau López Sabata,16500000,44000,GK,16,Not in team,Left,1,Medium,Medium
221660,Victor Lindelöf,23000000,105000,SUB,2,Sweden,Right,2,Medium,High
222331,Lukas Klostermann,26500000,67000,SUB,16,Germany,Right,2,Medium,Medium
222716,Everton Sousa Soares,28000000,17000,LW,7,Not in team,Right,1,High,Low
223724,Stefan Lainer,19000000,34000,SUB,18,Not in team,Right,2,High,High
198141,Marc Bartra Aregall,17500000,28000,CB,5,Not in team,Right,3,High,Medium
201143,Aïssa Mandi,19500000,37000,CB,22,Not in team,Right,1,High,Medium
208808,Quincy Promes,20500000,68000,LM,24,Not in team,Right,3,High,Medium
171877,Marek Hamšík,13000000,35000,CM,17,Not in team,Right,3,High,Medium
231447,Donyell Malen,33000000,59000,ST,21,Netherlands,Right,2,Medium,Low
1179,Gianluigi Buffon,2300000,18000,GK,1,Not in team,Right,4,Medium,Medium
140233,Guillermo Ochoa,2300000,27000,GK,13,Mexico,Right,1,Medium,Medium
148119,Igor Akinfeev,2300000,26000,GK,35,Not in team,Right,3,Medium,Medium
162347,João Filipe Moutinho,9500000,88000,CM,28,Portugal,Right,3,Medium,High
169588,Jonny Evans,10000000,95000,SUB,6,Northern Ireland,Right,2,Medium,High
171579,Raúl García Escudero,10500000,36000,ST,22,Not in team,Right,2,Medium,Medium
172522,Daniel Wass,16500000,42000,CM,18,Denmark,Right,2,Medium,Medium
183855,Angelo Ogbonna,10000000,70000,CB,21,Not in team,Left,2,Medium,Medium
173426,Simon Mignolet,7000000,24000,GK,22,Belgium,Right,3,Medium,Medium
176676,Marcelo Vieira da Silva,11000000,135000,SUB,12,Not in team,Left,4,High,Low
177388,Dimitri Payet,10000000,51000,CAM,10,Not in team,Right,3,High,Medium
177509,Medhi Benatia,7000000,19000,CB,5,Not in team,Right,3,Medium,High
177604,Ignacio Monreal Eraso,6500000,26000,SUB,20,Not in team,Left,2,Medium,Medium
178518,Radja Nainggolan,13000000,29000,CM,4,Not in team,Right,3,High,Medium
182493,Diego Godín,5500000,27000,CB,2,Not in team,Right,3,Medium,High
232119,Çağlar Söyüncü,25000000,88000,CB,4,Not in team,Right,1,Medium,Medium
232293,Victor Osimhen,43000000,66000,ST,9,Not in team,Right,2,High,Medium
233195,Xaver Schlager,27500000,53000,SUB,24,Austria,Left,2,High,High
233306,Dean Henderson,36000000,70000,SUB,26,England,Right,2,Medium,Medium
246669,Bukayo Saka,45500000,50000,LM,7,England,Left,2,High,Medium
244470,Vladimír Coufal,19000000,73000,RB,5,Czech Republic,Right,1,High,High
244369,Viktor Tsygankov,33500000,1000,RM,15,Ukraine,Left,2,High,Medium
243576,Pedro Antonio Porro Sauceda,40500000,80000,RWB,24,Not in team,Right,1,High,High
241095,Nikola Vlašić,33500000,66000,SUB,11,Not in team,Right,2,High,Medium
241084,Luis Díaz,33500000,16000,LM,7,Not in team,Right,1,High,Medium
240900,Unai Núñez Gestoso,27000000,26000,SUB,3,Not in team,Right,1,Medium,High
240709,Ridle Baku,32000000,59000,RM,20,Not in team,Right,2,High,Medium
239207,Maximiliano Gómez,32000000,40000,ST,9,Not in team,Right,1,High,Low
238794,Vinícius José de Oliveira Júnior,46500000,120000,LW,20,Not in team,Right,2,High,Medium
237383,Alessandro Bastoni,44500000,77000,CB,95,Italy,Left,1,Medium,High
237238,Scott McTominay,27500000,90000,SUB,39,Scotland,Right,2,Medium,High
236987,Boubacar Kamara,31000000,30000,CDM,4,Not in team,Right,2,Medium,High
236583,Jiří Pavlenka,17500000,14000,SUB,1,Not in team,Right,2,Medium,Medium
236401,Noussair Mazraoui,29500000,17000,RB,12,Not in team,Right,2,High,Low
182494,Fernando Muslera,2300000,32000,GK,1,Not in team,Right,3,Medium,Medium
184941,Alexis Sánchez,17000000,105000,SUB,7,Not in team,Right,4,Medium,Medium
207877,Josef Martínez,21500000,14000,ST,7,Not in team,Right,2,High,Medium
204399,Eran Zahavi,13500000,26000,ST,7,Not in team,Right,2,High,Low
201922,Martin Hinteregger,18000000,34000,CB,13,Austria,Left,2,Medium,Medium
202024,Remo Freuler,20500000,58000,CM,11,Not in team,Right,2,Medium,Medium
202166,Julian Draxler,22500000,83000,SUB,23,Not in team,Right,3,Medium,Medium
202325,Diego Demme,18000000,66000,RES,4,Not in team,Right,2,Medium,High
203890,Šime Vrsaljko,18500000,56000,SUB,24,Not in team,Right,2,High,Medium
203895,Alejandro Pozuelo Melero,20500000,13000,CAM,10,Not in team,Right,2,High,Medium
203980,Konstantinos Fortounis,21000000,2000,RES,10,Not in team,Right,2,High,Low
204970,Florian Thauvin,21000000,64000,RM,26,Not in team,Left,1,High,Medium
185020,José María Callejón Bueno,10000000,61000,SUB,7,Not in team,Right,3,High,Medium
205600,Samuel Umtiti,19500000,125000,SUB,23,Not in team,Left,3,Low,Medium
205686,Téji Savanier,20500000,35000,CAM,11,Not in team,Right,2,High,Medium
205693,Sébastien Haller,24500000,23000,ST,22,Not in team,Right,3,High,Medium
205705,Zouhair Feddal,14500000,17000,CB,3,Not in team,Left,1,Medium,Medium
205849,Esteban Andrada,16000000,43000,GK,1,Not in team,Right,1,Medium,Medium
207599,Michael Keane,20000000,84000,CB,5,Not in team,Right,2,Low,High
207732,Roger Martí Salvador,20500000,38000,ST,9,Not in team,Right,2,High,Medium
201400,Rafael Alcântara,21000000,86000,SUB,12,Not in team,Left,2,High,Medium
223959,Lucas Torreira,26500000,77000,CM,18,Not in team,Right,2,Medium,High
201119,Ismaily Gonçalves dos S.,15500000,1000,LB,31,Not in team,Left,2,High,Medium
199254,João Pedro G. Santos Galvão,21000000,46000,ST,10,Not in team,Right,1,High,Medium
186561,Aaron Ramsey,20000000,81000,SUB,8,Wales,Right,3,Medium,Medium
187598,Rafael Tolói,17500000,51000,CB,2,Italy,Right,2,Medium,High
189117,Roman Bürki,14000000,46000,RES,38,Not in team,Right,3,Medium,Medium
189271,Francis Coquelin,20000000,39000,SUB,19,Not in team,Right,2,Medium,High
189690,Vicente Guaita Panadero,3600000,48000,GK,13,Not in team,Right,2,Medium,Medium
190972,Eduardo Salvio,20500000,23000,SUB,11,Not in team,Right,2,High,Medium
193061,Roberto Pereyra,20000000,23000,CM,37,Not in team,Right,2,High,High
196432,Enzo Pérez,6000000,15000,CDM,24,Not in team,Right,2,Medium,High
197225,Nicolás Lodeiro,16500000,12000,LF,10,Not in team,Left,3,High,Medium
197242,Grzegorz Krychowiak,0,0,,,Poland,Right,3,High,High
198009,Mattia Perin,18000000,64000,SUB,36,Not in team,Right,2,Medium,Medium
198031,Sérgio Miguel Relvas de Oliveira,20500000,19000,CM,27,Not in team,Right,1,Medium,High
198950,Pablo Sarabia García,20500000,95000,SUB,17,Not in team,Left,2,High,Medium
198951,Cédric Bakambu,20500000,30000,ST,17,Not in team,Right,2,Medium,Medium
199042,Charles Aránguiz,14000000,53000,CDM,20,Not in team,Right,3,Medium,High
223816,Jonathan Rodríguez,23000000,79000,ST,21,Not in team,Right,1,High,Medium
216189,Ander Capa Rodríguez,18500000,32000,SUB,21,Not in team,Right,2,High,High
224179,Borja Iglesias Quintas,21500000,34000,ST,9,Not in team,Right,1,High,Medium
230201,Maikel Renan Catarino Fagundes,21000000,33000,RB,2,Brazil,Right,1,High,Medium
227290,Marko Dmitrović,16000000,26000,SUB,1,Not in team,Left,1,Medium,Medium
227813,Oleksandr Zinchenko,29500000,95000,SUB,11,Ukraine,Left,2,High,Medium
227928,Nélson Cabral Semedo,22000000,81000,RWB,22,Portugal,Right,2,Medium,Medium
229237,Manuel Akanji,25000000,54000,CB,16,Not in team,Right,2,Medium,Medium
229261,Denis Zakaria,30500000,28000,SUB,8,Not in team,Right,2,High,Medium
229582,Gianluca Mancini,26500000,52000,CB,23,Not in team,Right,2,Medium,High
229857,Stefano Sensi,27500000,95000,SUB,12,Not in team,Right,1,Medium,Medium
229927,Gerson Santos da Silva,30000000,41000,LM,8,Not in team,Left,2,Medium,Medium
224309,Joan Jordán Moreno,24500000,33000,CM,8,Not in team,Right,1,Medium,Medium
230271,Laureano Thomas Santeiro Marre,25000000,23000,LM,10,Brazil,Left,1,Medium,Medium
230313,Tony Josimar Abranjes Meneses,10000000,32000,CB,16,Brazil,Right,1,Medium,Medium
230767,Renato Júnior Luz Sanches,33000000,38000,CM,18,Not in team,Right,3,High,High
226754,Ismaël Bennacer,30000000,41000,CDM,4,Not in team,Left,2,Medium,Medium
226491,Kieran Tierney,31000000,69000,LB,3,Scotland,Left,2,High,High
225953,Steven Bergwijn,30000000,82000,SUB,23,Netherlands,Right,2,High,Medium
225201,Alejandro Berenguer Remiro,25000000,32000,RM,7,Not in team,Right,1,High,Medium
225085,Jonathan Bamba,28000000,42000,LM,7,Not in team,Right,2,High,High
230204,Héniton Enaldo Pires Tramontino,17000000,33000,GK,1,Brazil,Right,1,Medium,Medium
230498,Luan Vágner Boas Macedo,21000000,27000,ST,9,Brazil,Right,1,High,Medium
192123,Chris Wood,17500000,48000,ST,9,New Zealand,Right,1,High,Low
191202,Nemanja Matić,11500000,100000,SUB,31,Not in team,Left,3,Low,Medium
191740,Ander Herrera Agüera,14500000,78000,CM,21,Not in team,Right,3,High,High
192064,Late Gao,17000000,32000,CAM,11,Not in team,Right,2,High,Medium
192906,Luis Miguel Rodríguez,6000000,18000,CF,8,Not in team,Right,1,High,Low
192598,Kesen Ai,15000000,32000,ST,9,China PR,Right,2,High,High
192638,Marcos Alonso Mendoza,15000000,95000,LWB,3,Not in team,Left,2,High,Low
192789,Mario Gaspar Pérez Martínez,15000000,34000,RB,2,Not in team,Right,2,High,Medium
190745,Marco Silvestri,11500000,16000,GK,1,Not in team,Right,1,Medium,Medium
190813,Stephan El Shaarawy,17500000,64000,SUB,92,Not in team,Right,3,Medium,Medium
189615,Aaron Cresswell,12500000,66000,LB,3,Not in team,Left,2,High,Medium
190717,Michail Antonio,15000000,79000,ST,9,Not in team,Right,2,High,Medium
190584,Asier Illarramendi,12500000,34000,SUB,4,Not in team,Right,2,Medium,High
189805,Luuk de Jong,17000000,34000,SUB,17,Not in team,Right,2,Medium,High
189682,Ben Mee,12000000,39000,CB,6,Not in team,Left,1,Low,High
193348,Xherdan Shaqiri,17000000,69000,RM,29,Not in team,Left,3,Medium,Low
189560,Vicente Iborra de la Fuente,8500000,34000,SUB,10,Not in team,Right,2,Medium,Medium
188042,Matías Suárez,11000000,24000,ST,7,Not in team,Right,2,High,Medium
188041,Rafael de Souza Pereira,11500000,49000,CDM,5,Not in team,Right,1,Medium,Medium
187052,Yann M'Vila,12500000,2000,CM,6,Not in team,Right,2,High,High
186682,Ángel Montoro Sánchez,8500000,26000,SUB,19,Not in team,Right,1,Medium,Medium
193198,Nemanja Gudelj,15000000,30000,SUB,6,Not in team,Right,2,Low,Medium
198230,Germán Sánchez Barahona,5500000,26000,CB,6,Not in team,Right,1,Medium,High
194209,Youssef El Arabi,8500000,2000,ST,11,Not in team,Right,2,High,Medium
202048,Conor Coady,17500000,80000,CB,16,Not in team,Right,1,Low,High
204024,Christoph Kramer,14500000,31000,CDM,6,Not in team,Right,2,High,High
203483,Davy Klaassen,17500000,21000,SUB,6,Netherlands,Right,2,High,High
203299,André Carrillo,17000000,46000,RM,19,Not in team,Right,2,Medium,Medium
202935,Álvaro González Soberón,12000000,40000,SUB,3,Not in team,Right,2,Medium,High
202857,Karim Bellarabi,14500000,60000,RM,38,Not in team,Right,2,High,Medium
202750,Willy Boly,14500000,76000,SUB,15,Not in team,Right,1,Medium,Medium
202648,Sergi Darder Moll,20000000,24000,CM,10,Not in team,Right,1,Medium,Medium
202477,Gerard Deulofeu Lázaro,18500000,22000,CF,10,Not in team,Right,3,High,Low
202335,Eric Dier,17500000,81000,CB,15,Not in team,Right,2,Medium,High
201455,Geoffrey Kondogbia,17500000,58000,CDM,4,Not in team,Left,2,Medium,Medium
194333,Rafał Gikiewicz,5500000,23000,GK,1,Not in team,Right,2,Medium,Medium
200726,Benjamin Lecomte,13000000,41000,SUB,1,Not in team,Left,2,Medium,Medium
200315,Cristian Tello Herrera,17000000,30000,SUB,11,Not in team,Right,2,Medium,Medium
199503,Granit Xhaka,15500000,80000,CDM,34,Not in team,Left,3,Low,Medium
199354,Lucas Pérez Martínez,14000000,28000,ST,12,Not in team,Left,2,Medium,Low
198946,Danilo D'Ambrosio,11500000,85000,SUB,33,Not in team,Right,2,Medium,Medium
198784,Alex Oxlade-Chamberlain,18500000,100000,SUB,15,Not in team,Right,2,High,High
198329,Rodrigo Moreno Machado,17000000,83000,SUB,19,Not in team,Left,3,High,Medium
178509,Olivier Giroud,8500000,48000,ST,9,Not in team,Left,3,Medium,Medium
196978,Callum Wilson,17500000,53000,ST,9,Not in team,Right,2,High,Medium
184484,Gylfi Sigurðsson,14500000,83000,RES,10,Iceland,Right,3,Medium,Medium
170890,Blaise Matuidi,6000000,11000,CDM,8,Not in team,Left,3,Medium,High
176919,Nahuel Guzmán,1900000,26000,GK,1,Not in team,Right,1,Medium,Medium
226300,Uğurcan Çakır,19000000,23000,GK,1,Not in team,Right,1,Medium,Medium
223597,Ruben Aguilar,16000000,53000,SUB,26,Not in team,Right,2,High,High
224031,Adam Marušić,16000000,59000,SUB,77,Not in team,Right,2,Low,High
224196,Ramy Bensebaini,21000000,31000,LB,25,Not in team,Left,2,High,Medium
224490,Zeki Çelik,22000000,32000,RB,2,Not in team,Right,2,High,Medium
225116,Alex Meret,30000000,40000,SUB,1,Italy,Left,2,Medium,Medium
225508,Eric Bailly,17500000,100000,SUB,3,Not in team,Right,2,Medium,High
225663,Alexandr Golovin,24500000,53000,LF,17,Russia,Right,3,High,High
226162,Emiliano Buendía,26500000,61000,SUB,10,Not in team,Right,3,High,High
226221,Aritz Elustondo,18500000,34000,CB,6,Not in team,Right,1,Low,High
226456,Pablo Fornals Malla,23000000,69000,LM,8,Not in team,Right,2,High,High
223249,Gabriel Arias,5500000,18000,GK,21,Not in team,Right,1,Medium,Medium
226851,Benjamin Pavard,21500000,64000,RB,5,Not in team,Right,3,Low,High
228093,Marcus Thuram,27500000,29000,LM,10,Not in team,Right,2,Medium,Medium
228520,Ezequiel Ávila,20500000,36000,SUB,9,Not in team,Left,1,High,High
228687,Kasper Dolberg,25500000,37000,SUB,9,Denmark,Right,2,High,Medium
230184,Ronaldo Diego Esler Domingues,19000000,12000,LB,27,Not in team,Left,1,High,Medium
230216,Adnan Claudiano Vidual Machado,15500000,32000,RB,23,Brazil,Right,1,Medium,Medium
230234,Everton Jorge Andrade Zanon,17000000,26000,CDM,21,Brazil,Right,1,High,High
230251,Melvin Luan Parrela Porfírio,18500000,15000,CDM,8,Not in team,Right,1,Medium,Medium
